row_index_1b,PC1,PC2,group
66,-5072.710809425304,876.1696988775516,fake
67,-5114.0451924092695,1110.2457600133246,fake
68,-4939.319718369959,716.1014308373049,fake
69,-4637.729527725854,1163.2889747044292,fake
70,-4724.133188489514,1601.2975373401823,fake
71,-4419.392235571647,1329.5175497752389,fake
72,-4342.122717963161,1533.4426432649616,fake
73,-4127.079566798234,2294.508650739886,fake
74,-4015.9527939405007,2526.847929077361,fake
75,-3954.58808229536,2673.0244383901204,fake
76,-3589.145500339642,2589.5059564363746,fake
77,-3804.3418482799602,2938.0453048817367,fake
78,-3733.4603886965515,3027.1399539045588,fake
79,-3055.292699894986,3563.0606156899657,fake
80,-3100.2539451977636,3880.607991797565,fake
81,-2911.6508000027325,3744.288946040621,fake
82,-3062.829381865621,4235.981240958962,fake
83,-2796.072045132534,4530.341040378926,fake
84,-2755.0058537103682,4750.017601718976,fake
85,-2910.261794467687,4304.368549883565,fake
86,-2959.5798534675832,4266.608825148686,fake
87,-3154.217014992272,4415.799131176332,fake
88,-2683.5354452235106,4949.966212513358,fake
89,-2557.5996596570926,4554.530439202028,fake
90,-2728.520886461281,4675.251842125681,fake
91,-2850.339435549688,5051.011098622643,fake
92,-2760.299483044064,4797.753590249415,fake
93,-2823.2200892938245,4754.277381146679,fake
94,-2909.716426487145,4760.110039918287,fake
95,-2565.0252362306933,5305.144838713235,fake
96,-2594.145792992728,4951.218812685241,fake
97,-2160.720575745236,5030.597330047653,real
98,-2414.8533369637958,5023.203318790466,fake
99,-2388.0071818958177,4293.60736089489,fake
100,-1880.188848415767,5016.933293229879,fake
101,-1775.3323455243565,4901.047368392284,fake
102,-2362.2373954298,5054.540015955245,fake
103,-1706.5748001322113,4639.5270516621795,fake
104,-1342.7214225037342,4761.609459207656,fake
105,-1166.9333414653054,4881.5918413318595,fake
106,-1005.6818834201669,4731.151949925259,fake
107,-1267.7143310662977,4936.369728513081,fake
108,-1121.9740051205047,5128.558433605311,fake
109,-136.23372107190144,4309.165136591282,fake
110,-1826.724199815678,5389.42738288671,fake
111,-1102.1919141440058,4775.3375141276265,fake
112,85.74932697332702,4921.715482926248,fake
113,-223.85970549003017,5274.090491527996,fake
114,240.91021734427272,4714.9599750205,fake
115,-110.50776236998445,4930.350699461441,fake
116,473.3730980250997,4891.8573736468,fake
117,1003.3578599430912,4336.665906372402,fake
118,1193.1828982154857,4115.695762159231,fake
119,1204.5285243531787,4138.699730076801,fake
120,1669.6195748466228,3273.5820691639374,fake
121,2284.2370375019955,2367.637595616719,fake
122,2164.396426401617,2238.3222938965014,fake
123,1840.3952353007103,2825.8222120227115,fake
124,1312.0109089449702,3963.232110327338,fake
125,2405.0917879033354,2655.2866304537033,fake
126,2229.170730218583,2610.8334802308354,fake
127,1601.1029909075673,3297.5559398145497,fake
128,2093.6192220175667,2858.006581157454,fake
129,2107.477402524809,2276.8427294277258,real
130,1359.7692756675658,2802.417109776078,fake
131,1069.23086691393,2755.183480082747,fake
132,32.22432443124109,3390.549596103998,fake
133,451.8720243475611,2340.7553863945927,fake
134,44.759760388836696,2178.5623248836982,fake
135,2.17876744835829,1761.712759772727,fake
136,-186.54987967348228,1519.384176760459,fake
137,-573.048369439483,1728.4707104331237,fake
138,-559.4652061683306,1209.4634696122687,fake
139,-2150.1919336720553,1483.3553516528314,fake
140,-2927.514163202849,1646.7852477094636,fake
141,-3209.0615734391663,2129.73443485681,fake
142,-2849.5357473039985,953.3289225104376,fake
143,-2883.9991327467883,471.89433117740685,fake
144,-2481.560529710746,58.34685232078571,fake
145,-2751.3411010531418,99.94640860271436,fake
146,-3648.8451831801276,849.2641988836572,fake
147,-3329.540329399887,-92.53368041003824,fake
148,-3135.0383960562417,285.47601832881327,fake
149,-3394.5974637230074,144.02206605449254,fake
150,-2976.972348326894,-433.8415721327126,fake
151,-2919.3845741335676,-600.6109545853267,fake
152,-2720.583692350049,-775.8415247163357,fake
153,-2480.4665509813403,-934.3015862950608,fake
154,-2160.7645756383395,-1795.870356706532,fake
155,-2049.9594040374304,-1675.3983684213194,fake
156,-1704.6348260103323,-2440.239576679885,fake
157,-1693.6106676588495,-1964.9818844758586,fake
158,-1457.1682093710024,-1979.8587810306467,fake
159,-1267.7898347226703,-2294.3089544419,fake
160,-1104.5101544222612,-2424.1408646748637,fake
161,-904.1112631423537,-3379.322399307923,real
162,-849.2468964162367,-2709.6974486223926,fake
163,-1191.9514210283198,-1642.239926471539,fake
164,-1103.1984046025011,-1886.3947903921844,fake
165,-814.8130978275814,-2464.787898604101,fake
166,-1383.2003590435538,-625.2673340409106,fake
167,-1170.772985411669,-1249.5760180268278,fake
168,-1241.6648396711323,-700.5518751157239,fake
169,-1240.5136963070609,-978.4780165720841,fake
170,-1227.9072727037085,-474.7284108294997,fake
171,-1192.6218449786795,-385.45419033602474,fake
172,-1307.1926169249748,-421.0174997796501,fake
173,-958.1101367900014,-106.47462955166819,fake
174,-858.3983615733547,-387.7995446467603,fake
175,-1929.498139255447,574.1054247094406,fake
176,-2032.5249880865924,789.6601055948381,fake
177,-2645.1265231398547,992.0108773426866,fake
178,-2075.643636837204,1066.5185423188298,fake
179,-2213.2027252598346,456.7364036357959,fake
180,-2050.1061069721086,453.1202767577286,fake
181,-2460.1179377414483,-217.79892311033626,fake
182,-2624.540692608033,908.052024861979,fake
183,-2486.385595318225,469.68274420702176,fake
184,-2665.483532198019,245.23289057979207,fake
185,-2518.681152692325,-357.89831056007995,fake
186,-2220.685086985947,-1203.049128812639,fake
187,-2441.283300902072,-120.43326482278741,fake
188,-2471.6956339027133,-445.4541583343051,fake
189,-2115.003789723004,-1158.8870655950627,fake
190,-2417.8759337838014,-729.8148620987017,fake
191,-2250.177611008987,-1471.2772914747482,fake
192,5608.940512982263,-3841.3141774242245,fake
193,5617.62250264873,-3087.314724427976,real
194,7486.872116527017,-3299.3557256377007,real
195,7578.518988666855,-3246.8312982037783,fake
196,7331.337989278436,-2900.3161187112273,fake
197,7421.887729014165,-1805.0129634821412,fake
198,7429.5544122995825,-1858.0840039271307,fake
199,7256.858631977379,-1707.1694728290315,fake
200,6868.1437869119545,-2072.4423751078216,fake
201,7335.663647938912,-2847.372804439182,fake
202,7039.478467907522,1877.3374087216268,fake
203,6831.715355783665,1769.192772199803,fake
204,6694.968290187106,2212.492334327276,fake
205,6615.024908505491,2129.4291845140756,fake
206,6694.89067258448,841.0339026001408,fake
207,6498.184537318498,669.0923417816913,fake
208,6626.442784577671,1060.7297898271104,fake
209,5992.531037119113,2248.478814535765,fake
210,6122.48730720866,2314.6074911367414,fake
211,6490.826035342548,1728.270589701545,fake
212,6055.02082171635,2238.7162398615424,fake
213,5884.696868199489,2982.228262237035,fake
214,5740.446043682167,2723.4775760657653,fake
215,5062.783239950066,3816.0532752368863,fake
216,5493.734283079357,2740.0483960421266,fake
217,2612.6777623161106,5103.954611733326,fake
218,566.6169548162584,5319.345145069703,fake
219,504.4850063329081,5172.33466304942,fake
220,-37.79193080968444,4280.622325028572,fake
221,-219.76561420338555,4090.0024411480226,fake
222,-491.3370835558026,3686.2423045005876,fake
223,-1175.6129704146376,3606.8448295723606,fake
224,-1397.3775366466102,3395.342603865397,fake
225,-1653.903528718132,3744.0389073051574,fake
226,-1531.471602891742,3128.1278609831074,fake
227,-1668.1084876516447,3668.3422715489833,fake
228,-2308.7245445636822,3342.839319900487,fake
229,-2353.638923585399,2897.0324347298074,fake
230,-2411.073768655287,2592.4856677418875,fake
231,-2467.4742284512263,2384.347716865898,fake
232,-2719.2172080993814,2495.762882315912,fake
233,-2789.8841968707416,2109.308587709821,fake
234,-2721.5476439003714,1515.7289055931155,fake
235,-3115.2633767934035,1641.8148724990635,fake
236,-3105.9508697729148,1327.3823306489685,fake
237,-3061.02247153576,1042.5222049046258,fake
238,-3207.3812231810125,608.2216873492533,fake
239,-3352.4926110734423,651.0167386020441,fake
240,-3602.0296721972163,557.1079734304183,fake
241,-3583.5434423082083,643.8365708618046,fake
242,-3648.4583963196287,237.51136162806029,fake
243,-3787.201371395026,366.031322327088,fake
244,-3821.607093552961,-191.39545845779494,fake
245,-3790.82177973981,-133.5502364211418,fake
246,-3985.939153573753,-589.1941460102081,fake
247,-4100.6889978720765,-703.3389593833676,fake
248,-4165.005690978776,-1054.0046351652775,fake
249,-4252.173896450984,-930.125339287357,fake
250,-4516.671205763587,-1102.8760567072347,fake
251,-4480.390658568706,-1252.7930822621377,fake
252,-4555.7113611322275,-1450.4811407559307,fake
253,-4740.510619941344,-1670.9788854244118,fake
254,-4649.7180639555545,-2002.4984607165952,fake
255,-4741.147236686135,-1772.3331429764219,fake
256,-4879.68684024214,-2153.89417609007,fake
257,-4813.982454780825,-2681.1808234956675,fake
258,-4829.333058601576,-2785.7938713610247,real
259,-4785.034109524592,-2497.4056634213325,fake
260,-4794.898717745864,-2395.116756286644,fake
261,-4936.316372630093,-2254.722907585801,fake
262,-4733.620397214889,-2193.893304391302,fake
263,-4728.085791236255,-2124.796418014811,fake
264,-4767.931530670606,-1857.007268548701,fake
265,-4883.754253390672,-1276.7920402087425,fake
266,-4696.935922504236,-1803.7760245356365,fake
267,-4705.492973853978,-1414.8969411992064,fake
268,-4669.553338786273,-1390.6602855037854,fake
269,-4585.726951620857,-1614.0761074799664,fake
270,-4609.637857730149,-1577.4516054742032,fake
271,-4651.03087053947,-1442.8173460032588,fake
272,-4593.716678303817,-1472.8414540209735,fake
273,-4686.202293243842,-1306.5498328568683,fake
274,-4683.060351547478,-1367.1722770417887,fake
275,-4767.95659134156,-1018.0881901807601,fake
276,-4665.086453113468,-1320.6610373659003,fake
277,-4690.244990882462,-1273.5041313677516,fake
278,-4980.760587756522,-1127.6415503082403,fake
279,-4796.372423707246,-1177.9239990246608,fake
280,-4819.301165327382,-1216.8085975454885,fake
281,-4987.733323570363,-1090.852688475745,fake
282,-4874.062331161835,-1754.825716933621,fake
283,-5173.339896789615,-1020.5319077975721,fake
284,-5098.508339740699,-1117.0062455871841,fake
285,-5155.751890544838,-1133.582110916144,fake
286,-5370.203195801319,-1071.1085635001182,fake
287,-5311.746465444776,-1133.4855751624993,fake
288,-5200.986942812623,-1791.8606250318514,fake
289,-5197.775848703028,-1644.7499387589503,fake
290,-5589.3981672116715,-1723.4650173291434,real
291,-5257.062091134437,-1261.5487252106523,fake
292,-4940.1424991344065,-1180.3068720035544,fake
293,-4525.708007114845,-1024.0646111774581,fake
294,-4151.499100284884,-715.3203187972621,fake
295,-4322.655581026509,-291.860694675043,fake
296,-3990.8800497124676,-523.5898944439616,fake
297,-3719.4984212879417,-504.93100559569217,fake
298,-3629.90484302841,39.21898484093993,fake
299,-3628.9818816433276,210.75163451097546,fake
300,-3146.1481030629507,484.34054541670713,fake
301,-2777.5909748068566,29.796562770178316,fake
302,-2742.9389183517637,422.9065273131151,fake
303,-2543.627825467203,919.6825958544778,fake
304,-2682.1965799676004,880.8504014538651,fake
305,-2095.2127430526743,1337.4771514219717,fake
306,-2000.3989078202605,1429.4999496023659,fake
307,-1458.414073199804,2108.9844375457405,fake
308,-1921.5184444543447,1681.796434191441,fake
309,-173.1374147265742,1947.0158912940842,fake
310,-611.1989232174168,2009.5909243425472,fake
311,-854.4481832889857,2309.59862305756,fake
312,-527.8054500094621,2325.1169228254153,fake
313,-1494.486271480257,2100.35808932265,fake
314,-1353.6893642700804,2738.9672745911153,fake
315,-1190.8482794340428,2427.9810596908897,fake
316,5859.77424205659,-2224.4636501284526,fake
317,5929.811795244344,-841.0475432970344,fake
318,6331.902065652535,-4926.211153074231,fake
319,6478.394168278978,-5769.2811893635335,fake
320,6241.544545106688,-5939.1609838524655,fake
321,6554.849309614875,-5400.543659254664,fake
322,5884.371850391442,-5394.622836042327,real
323,5887.80036647805,-8713.91366816325,fake
324,-2701.326874959136,-7124.831942101836,fake
325,-2275.393230069682,-8356.542647673254,fake
326,-2066.24380249472,-8775.26175331795,fake
327,-1846.596576886102,-9297.850331380258,fake
328,-1424.048002058706,-10145.303340145138,fake
329,-1434.459017969985,-9960.875391195945,fake
330,-1103.3317414958813,-10910.297743328098,fake
331,-916.8301112998612,-11075.654765792202,fake
332,-769.7037377763708,-11211.484226333094,fake
333,-582.2021245045756,-11452.337694085125,fake
334,-337.5467840329545,-11864.496928492676,fake
335,-160.4385228592086,-12028.740781994049,fake
336,-282.3942859979654,-11279.023544003612,fake
337,27.758990880433846,-11625.51367381691,fake
338,-12.876974324898095,-11044.923304749986,fake
339,133.7925841293433,-11033.360926190575,fake
340,406.8793377363274,-11756.357735983916,fake
341,647.1864870715552,-12502.077437926773,fake
342,926.7640189298,-13428.918747143496,fake
343,1009.0412656859784,-13948.818205142345,fake
344,1002.4906519386003,-13929.16404070795,fake
345,1074.244855015721,-14234.840819858426,fake
346,905.7442524133018,-13740.833671697352,fake
347,994.4879122582622,-14126.683597064746,fake
348,847.2304689182139,-14069.121801150168,fake
349,748.1235793537937,-13920.329820704545,fake
350,603.8065407634999,-13667.877346529272,fake
351,335.8602292482346,-13125.736963743964,fake
352,201.6445359397374,-12901.905373714946,fake
353,77.11646758219904,-12853.765591835607,fake
354,-92.01862939006878,-12747.827641008327,real
355,23.936610206342223,-12734.710405773292,fake
356,160.5107211317551,-12742.8224474916,fake
357,220.62322600435752,-12617.72581912932,fake
358,431.10461162321127,-12916.576539859936,fake
359,412.7320964782432,-12601.547688887513,fake
360,478.8533196764551,-12327.173678962228,fake
361,574.7712758398682,-12428.319522507158,fake
362,654.5584211178849,-12275.062273659489,fake
363,692.6768324170503,-11958.044520992917,fake
364,748.8485419286628,-11827.69685348805,fake
365,753.7066509194127,-11434.870789852786,fake
366,738.0068149501114,-11043.865838629406,fake
367,761.965297234833,-10626.21698634295,fake
368,811.8141829284222,-10370.893316040283,fake
369,807.7022922377583,-9959.29303957515,fake
370,689.4495714035537,-9389.24390831314,fake
371,658.047306164296,-8870.073404597175,fake
372,648.9686167715937,-8248.251904405246,fake
373,518.1619919161591,-7596.68339879333,fake
374,446.9164801885952,-6794.991159600502,fake
375,530.3832527631799,-6285.270811099004,fake
376,388.0471046238985,-5309.201302442998,fake
377,341.97302571316555,-4594.47378250255,fake
378,279.53390829215476,-3639.8866017660157,fake
379,840.5928329246217,-2715.891734852114,fake
380,2083.9566670387353,-1916.683318262518,fake
381,2325.50361217557,-1365.0192269662814,fake
382,2230.1726604851847,-809.5918545360979,fake
383,4097.871864969879,-1954.7676040316046,fake
384,3888.948557125608,117.4633324325737,fake
385,7347.014257241547,-4032.1894021650132,fake
386,7150.61342542741,-3694.2318513636606,real
387,-156.618486361518,-3525.5806734866137,real
388,-187.6441125909043,-3343.529593749795,fake
389,-138.97738352494545,-2734.4578986849638,fake
390,-147.15035181213813,-2778.977431335672,fake
391,-164.94397299584196,-3048.921797188117,fake
392,-287.553193662782,-2941.257948380363,fake
393,-52.71698489684528,-2931.3046981517437,fake
394,-241.59808996405442,-3031.845353312955,fake
395,-133.9838327662342,-2468.84715520016,fake
396,-146.573985796883,-2519.140189844862,fake
397,-206.42097587523187,-2608.5906614978767,fake
398,-205.67208213204202,-2640.516064262954,fake
399,-288.9283072054538,-2536.5916341694656,fake
400,-240.12104249626776,-2597.8483238464455,fake
401,-308.405169220524,-2376.955197311914,fake
402,-263.58650020248206,-2281.687297571162,fake
403,-425.26144585425936,-2512.904962074812,fake
404,-469.51592380516774,-2353.833963900172,fake
405,-415.33220440019034,-2233.286090108157,fake
406,-375.7458124629718,-1975.5419457845642,fake
407,-487.60821780813245,-1909.3524837483392,fake
408,-568.4461344937921,-1924.1017433639336,fake
409,-565.50068879026,-1896.0051242522634,fake
410,-628.7552182277041,-1993.0369683495428,fake
411,-644.3808274188465,-1926.9759731064482,fake
412,-678.5633515012162,-1910.0267917867902,fake
413,-732.8994381946865,-1856.6679512152775,fake
414,-715.4508627743976,-1448.8629426593857,fake
415,-748.2656190927314,-1530.3810082265354,fake
416,-653.945864462905,-1738.7146594552617,fake
417,-912.5485927952466,-1533.779093209151,fake
418,-1046.1515671580996,-1318.8548983188452,fake
419,-1176.5710213064851,-1236.5329418877434,fake
420,-1392.4323768805646,-671.0762855170185,fake
421,-1384.5880279439357,-665.1045607046299,fake
422,-1461.391798430972,-463.6497786156564,fake
423,-1642.3303475563062,391.90324545697945,fake
424,-1519.0937350726272,248.41559551743504,fake
425,-1503.158096291632,-61.513516597058384,fake
426,-1735.153806339079,392.7198949476803,fake
427,-1504.218793021995,591.3747944910493,fake
428,-1937.3638775680897,696.1916724296681,fake
429,-1992.9581444719342,655.284384873939,fake
430,-2141.683153877996,959.8712637470388,fake
431,-2234.3005357647676,847.3471121804984,fake
432,-2488.0734396548287,1781.483275310812,fake
433,-2676.6099011681627,1934.0550754215703,fake
434,-2963.8875850810637,1959.9097693331887,fake
435,-3004.4616813064563,1794.743834974165,fake
436,-3218.5659988363077,2270.571309845769,fake
437,-2973.8425797974355,1964.7904901491179,fake
438,-2936.0759649441525,2260.151073017821,fake
439,-3347.548695054322,2568.337523636683,fake
440,-3548.6978985701217,2259.1483345133256,fake
441,-3505.0627500829155,2410.4364123568384,fake
442,-3678.003078822586,2675.1818615525594,fake
443,-3993.0608270463463,3274.080765726891,fake
444,-3970.8909004483876,3069.156052411807,fake
445,-3801.906476106088,2911.7255074580485,fake
446,-4049.3985322896665,3147.4290587889086,fake
447,-4691.807517228288,2522.861289985821,fake
448,-4805.450050539587,2678.172661393252,fake
449,-4962.730598296588,2757.825863646114,fake
450,-5033.076702503152,2572.54867835744,fake
451,-5401.333050230291,1722.9210140333255,real
452,-5334.303261446549,2608.642755115044,fake
453,-4984.42214840658,2513.2527411666274,fake
454,-5071.649007120552,2676.4968833812886,fake
455,-4823.948640944932,2719.252649064438,fake
456,-4984.679666569646,2985.2039741262115,fake
457,-4687.076672294843,2839.146558983014,fake
458,-4737.200802538435,3247.8514406221866,fake
459,-4633.189024237889,3176.2711160166186,fake
460,-4624.71564789207,3390.9538768670377,fake
461,-4467.409861683559,3408.8240454649713,fake
462,-4568.697487465103,2746.337024489436,fake
463,-4521.5027094871375,3425.7843973455624,fake
464,-4775.01069142782,2882.490001819332,fake
465,-4592.683711518536,3059.812807765976,fake
466,-4468.000960892292,2881.308815832618,fake
467,-4539.2267929053405,3014.7119200404377,fake
468,-4379.682482628251,2855.0654862477654,fake
469,-4286.201892276784,2778.2288850646705,fake
470,-4553.189415714503,2975.5096233943727,fake
471,-4475.652510348072,2904.2525855314634,fake
472,-4530.777964257614,2098.131009873462,fake
473,-4701.892391163113,2802.054814180905,fake
474,-4682.576210670105,2777.4381518622677,fake
475,-4640.928089359185,2490.1670021344225,fake
476,-4403.078736198658,1927.5989561847637,fake
477,-4205.847204179012,2260.8775559601127,fake
478,-4249.299138807452,2019.9191066999263,fake
479,-4526.635789721861,1469.3813388890005,fake
480,-4809.433927404192,1261.678929757128,fake
481,-4530.756487062317,175.74265110940564,fake
482,-4409.244911990818,353.74341311740784,fake
483,-4771.341525380524,-7.555864233013133,real
484,-4452.710165385065,813.9918917111344,fake
485,-4090.199894303633,1236.012692207543,fake
486,-4200.472458529737,909.9771077702065,fake
487,-4364.955885599037,790.9530805634031,fake
488,-3906.842478079218,997.3080796606306,fake
489,-4076.6078277130487,538.887283495685,fake
490,-4134.8995463711935,1031.2430312468473,fake
491,-4002.565313389405,805.0651011810659,fake
492,-3542.875627958354,1339.581383581283,fake
493,-3731.897570110413,675.1897718041182,fake
494,-4083.429631801325,417.39877265071345,fake
495,-3989.390937549633,244.98822882792498,fake
496,-4531.035278476874,-197.33734454800657,fake
497,-3712.1840184822063,-1391.3762439741408,fake
498,-4367.801447014741,-2343.9758300996114,fake
499,-4607.847771668532,-2044.8240969593185,fake
500,-4508.364442495823,-1834.5903862489536,fake
501,-4564.987533233537,-1983.202820711913,fake
502,-4164.0854531927225,-3758.2888461223547,fake
503,-4108.972793641006,-3736.069368570365,fake
504,-4216.619605083319,-4366.653764015803,fake
505,-4035.6798892466404,-4529.193389633336,fake
506,-3820.3659086035364,-5346.984669892861,fake
507,-3928.063502075033,-5333.969912676104,fake
508,-3425.7570178109377,-6053.201997672841,fake
509,-3704.5015436624512,-5613.164282420725,fake
510,-3380.6117445784907,-6101.297517618546,fake
511,-3475.4632233960037,-5830.354010730147,fake
512,6759.140101393693,-5002.824240177595,fake
513,6928.614468865007,-4989.058095780219,fake
514,7165.1904634767725,-6296.669213488411,fake
515,5894.6619555462385,-5379.4520939166805,real
516,6004.1724566226785,-5667.049805425132,fake
517,5664.963349545033,-5880.051828645437,fake
518,5281.919562247149,-5056.429636738782,fake
519,-3194.357251459257,-3114.1917474864053,fake
520,-3301.038210629792,-3024.220786439791,fake
521,-3009.6894089235,-1403.6204151299885,fake
522,-2976.6972791377707,-1876.4593772114713,fake
523,-2691.43070020556,-413.34374393748425,fake
524,-2532.7441408999243,-747.8376434859355,fake
525,-2176.6355635724963,-659.1941029579181,fake
526,-2070.622783611638,-139.69639680024954,fake
527,-2013.2525604542523,-13.919358076262032,fake
528,-1864.7452293069366,-1.0035399284916382,fake
529,-1734.371542446684,226.64421245164075,fake
530,-1776.2055505306685,210.27315487148485,fake
531,-1411.2931588651854,719.7301278440793,fake
532,-539.6361738650872,334.80816462404795,fake
533,-344.7718675149632,265.3751920182022,fake
534,-29.774816416491085,34.18993802014382,fake
535,244.57421852195205,-292.9621980210019,fake
536,131.74552957133662,-212.6879672704761,fake
537,301.9310144592813,-181.86203414960855,fake
538,442.34608314107203,-598.6888408416542,fake
539,436.0458631676383,47.84206286522735,fake
540,788.313930757438,-689.5510370916726,fake
541,620.4346818477062,298.849328127868,fake
542,983.6292518883349,163.2343765716897,fake
543,1007.7234156907069,-407.0995621019176,fake
544,1598.0172713136096,-2538.1048810113466,fake
545,1397.4509900796552,-2131.0244877562372,fake
546,1194.6758342383812,-2034.6157260774182,fake
547,1505.7497838238116,-3044.295089876793,real
548,1379.6973644904176,-3166.1189662997363,fake
549,1300.6724557781604,-2787.380073064408,fake
550,1397.2843744012348,-3269.3470618897336,fake
551,1155.4750051742335,-2336.1112181818894,fake
552,1245.4239864528,-3837.026932324358,fake
553,1185.116803834056,-3292.974146772476,fake
554,1237.4948654452774,-3669.0497103721095,fake
555,1283.6439861658018,-4462.635651894205,fake
556,1193.7242261561923,-4078.2482027925794,fake
557,1224.9281090746076,-5210.078147250943,fake
558,1092.4461690268752,-5378.442763075582,fake
559,1011.0656078341102,-4924.246747598351,fake
560,1172.2137362321687,-5702.991547896005,fake
561,1086.5860697725818,-5190.394463862298,fake
562,334.67471821302655,-6048.689661857451,fake
563,430.7941622402515,-6813.995738534296,fake
564,418.68756028444125,-6500.74953944453,fake
565,454.1571486117694,-6531.52970816731,fake
566,263.8600711316451,-7041.872169862053,fake
567,415.42621951196793,-7833.784750296585,fake
568,527.5827417331328,-8725.974824575846,fake
569,286.8650428872767,-8058.3635888478975,fake
570,449.5628508908853,-9097.543665326502,fake
571,358.48811298686763,-9072.098712753197,fake
572,427.01357616382603,-9612.212350985234,fake
573,324.933187162953,-9272.995110219481,fake
574,386.487676392526,-9562.92666666244,fake
575,307.4688101833266,-9745.284528143962,fake
576,-2.266088394665414,-8669.578971861534,fake
577,5.115820373620133,-8605.153252513792,fake
578,-40.84122671919026,-8883.842252290373,fake
579,-192.81839834643142,-8836.669251810332,real
580,6059.039899680422,871.4557362511603,real
581,6338.096137432467,635.0169063129259,fake
582,6100.295839718601,87.1575027145404,fake
583,5984.380220002287,-477.19666547670846,fake
584,5692.884789855844,2356.099575384437,fake
585,5946.999449759304,99.35686336594539,fake
586,6038.096920827017,-186.7526440538396,fake
587,5849.991981154814,348.04485377171255,fake
588,5618.3200602488,831.7792489291272,fake
589,5657.868387942124,989.5881570216853,fake
590,5826.044503818767,1337.6374740628582,fake
591,5758.759331998898,1401.7721618663456,fake
592,5580.203491379449,2275.553988881771,fake
593,5624.356505250529,935.9803604701287,fake
594,5486.699980822239,1880.4846828660025,fake
595,5512.079920384542,1375.4766690650465,fake
596,5250.512041236309,847.9641250260731,fake
597,5330.23663555952,925.9876770072678,fake
598,5430.361309876193,789.9772439647943,fake
599,5003.140217635234,2411.9217231819594,fake
600,5213.041249149945,856.7313623166851,fake
601,5267.542291516508,-1350.8206111113027,fake
602,4885.46235852882,2963.435930764264,fake
603,5040.694029132909,-153.31027141675835,fake
604,5392.640578253796,-452.7574799245136,fake
605,5079.84313698021,-147.34479905585297,fake
606,5278.59642049143,-1212.1293063892049,fake
607,4929.84245557573,-780.9345074922696,fake
608,4932.31812293582,49.73643050408106,fake
609,4836.544127485644,-87.44768475088685,fake
610,4900.351509498786,-775.1574160772757,fake
611,4459.182402085544,941.2197824656222,fake
