row_index_1b,PC1,PC2,group
61,-2911.6845634038923,-2722.627194722438,fake
62,-3020.3392693504547,-2668.415026826226,fake
63,-3072.324948005449,-2512.7436252350453,fake
64,-3239.383452718625,-2825.395237615383,fake
65,-2675.215665694072,-2508.396694717831,real
66,-2486.6855746399883,-2231.0457086324495,fake
67,-2172.4288676281444,-2695.749702279068,fake
68,-1766.0040509175299,-2442.0671257138333,fake
69,-806.2106963678068,-2377.2917754166906,fake
70,-623.6503122893503,-2237.194009403691,fake
71,-105.2534124648085,-2167.0963815402924,fake
72,1129.7089926040283,-1965.1016910980875,fake
73,2614.669937442179,-1470.1984751590494,fake
74,2861.7065759057355,-1532.4441701838866,fake
75,3637.1941870169308,-1224.6330428306017,fake
76,5389.757338916629,-742.8739521544245,fake
77,5379.894809437707,-769.6614826570623,fake
78,5271.8032416123115,-793.2467182656669,fake
79,5258.889622546061,-263.00893633671546,fake
80,5171.444721976095,-181.40315848661024,fake
81,4230.771861029406,-157.0251473335874,fake
82,4137.97928458367,-102.19562208690594,fake
83,4062.8862970049213,-71.92054493315894,fake
84,4003.41667523853,-77.05342009735033,fake
85,3170.206096059625,-215.2356833130263,fake
86,2251.4442465468837,-597.0932812558658,fake
87,1483.2855787021524,-677.885270640601,fake
88,452.45644462412014,-984.967926345521,fake
89,115.60896211073376,-1047.2948397533394,fake
90,-514.823283366968,-1091.3188412183513,fake
91,-1328.1418908978676,-1166.804638553729,fake
92,-2069.178690804669,-1261.0006012627684,fake
93,-2722.1883679328025,-1355.7399659866046,fake
94,-2024.6501592704196,-962.0954294108647,fake
95,-3505.156805200079,-1338.5423159790275,fake
96,-3451.243334948004,-1183.6498167319062,fake
97,-3813.521758065798,-1358.1978566464347,real
98,-3720.4914157813128,-1651.3502618720331,fake
99,-3830.107057645826,-1478.2005198943448,fake
100,-3302.2722181581557,-1344.4876426080589,fake
101,-2962.91591718836,-1520.5155769075968,fake
102,-2811.7117584136568,-1640.8977635862084,fake
103,-2428.4116282011046,-1681.5011883908878,fake
104,-1748.90952934288,-1680.4440840281459,fake
105,378.44674822198004,-911.7433178122785,fake
106,-848.2552976433371,-1647.1683449781895,fake
107,451.17272365212864,-1396.7155013139081,fake
108,1040.2003924952674,-1232.011757186588,fake
109,1700.6777335362888,-883.761851675422,fake
110,1555.914067278521,-1321.3332462648104,fake
111,1984.2122085122867,-854.4356685154888,fake
112,1838.3100399261089,-1027.112057306564,fake
113,2911.1752138721936,-606.0584591840399,fake
114,4464.3471971528115,76.59406960297959,fake
115,5193.542273684541,-59.90616260262098,fake
116,6921.193249939957,406.82071901711777,fake
117,6892.702189397229,268.3994411290139,fake
118,6874.663603195509,126.71928845300586,fake
119,6889.865087051049,93.57232827092197,fake
120,7371.893878028764,474.6891297587209,fake
121,6976.620845846172,319.10218496881413,fake
122,7400.213669228789,229.70885989039118,fake
123,7843.45126184917,145.22867349719604,fake
124,7854.416902891264,459.74576073697096,fake
125,7553.279432147102,527.7290390567582,fake
126,7600.838846203245,439.7770046680609,fake
127,6819.41335767511,251.92200416859558,fake
128,6505.014144445971,152.5844629319542,fake
129,4813.2069010724545,-125.14300743088666,real
130,5664.81891388707,202.36465309251975,fake
131,6456.645895390142,278.4843340237238,fake
132,6965.604339024104,326.3601939623417,fake
133,6714.811267386588,324.15066239998066,fake
134,7611.090163924036,473.1638137071921,fake
135,8140.788000601828,607.083323313187,fake
136,8654.814201796817,658.3163473235551,fake
137,8470.42969680554,662.6221511310227,fake
138,8522.600470800387,618.3689575332656,fake
139,9114.322455624702,963.819517400789,fake
140,9303.747289741408,1348.9382171294083,fake
141,8523.374906947134,1146.6730683490432,fake
142,8996.177385322817,487.78252787358707,fake
143,8669.17496719936,603.0268703754018,fake
144,8788.077413415815,662.5698568055539,fake
145,8493.92331387841,645.9225419771954,fake
146,8635.661264621656,833.6925656250406,fake
147,8772.87421658164,895.7141125582564,fake
148,7255.798062773925,931.977118716949,fake
149,7014.20723810335,842.9417268741904,fake
150,8051.829536185881,1922.5511084216362,fake
151,7810.100292303471,2176.2783321384413,fake
152,7071.274859215408,2044.9151743745629,fake
153,6818.294755827584,1378.9990513246153,fake
154,7324.405189541112,2162.8211766024892,fake
155,6804.72704328196,2190.4752705970354,fake
156,6462.2830025243775,2048.8925486769426,fake
157,6607.224428007317,1901.077599081715,fake
158,6459.694509427782,2722.1822548568484,fake
159,5885.327807475255,2586.681733432667,fake
160,5381.452570812478,2641.879524306071,fake
161,5454.374421470111,2467.185937079995,real
162,5353.565765077539,2726.1643849105135,fake
163,4965.819786040709,-590.089592651389,fake
164,5909.620259438049,2124.7152665417584,fake
165,6523.356618154345,2675.648710106267,fake
166,6532.871268854291,2026.4191502732092,fake
167,6001.4787528694515,-730.5450584610937,fake
168,5401.3644526577955,-1155.9661126835788,fake
169,6021.11410901266,-1128.673907616315,fake
170,5777.3655021783225,-1325.2946896585272,fake
171,5642.643898881208,-1168.2879225672823,fake
172,6217.455603592231,-863.2227554767927,fake
173,6375.214239778031,-1281.6535219823127,fake
174,5819.900014912263,-1171.1038796224695,fake
175,5651.806527351951,-1247.7966322721584,fake
176,5784.914958422527,-1574.3387982356464,fake
177,5652.231422999455,-1516.8915523481005,fake
178,5556.387889851257,-1056.7436393823345,fake
179,4943.572932532938,-1768.6327169787735,fake
180,5121.292589507865,-1329.0624881659746,fake
181,4956.673756390633,-1738.5897039331287,fake
182,4732.455626164495,-1790.7121299727364,fake
183,4312.1833865593335,-1812.6885607643121,fake
184,4195.814078355332,-1739.2300871806965,fake
185,4093.022136569827,-1809.5496017635642,fake
186,3603.805442582223,-1836.3513836620114,fake
187,3435.613728575066,-1821.4589466874804,fake
188,3289.7661370528444,-1850.1356601966843,fake
189,3010.345469003014,-1172.0028165890903,fake
190,3105.8210133000543,-1435.1707960473648,fake
191,2768.416134717585,-1309.8170599148762,fake
192,2413.5233526728694,-1053.4021507463256,fake
193,1992.907742766157,-940.9752864484968,real
194,-5241.244168897912,844.4154559040979,real
195,-4509.545818573702,1270.84223854951,fake
196,-5288.151407850878,554.2671977685809,fake
197,-4905.669912826033,718.0525949608322,fake
198,-4530.494087840014,700.1988386649624,fake
199,-4405.900661495303,770.3749836270908,fake
200,-4510.120979091521,548.4768768511024,fake
201,-4394.098428818162,674.242418491768,fake
202,-4193.2347593337245,417.73723314633503,fake
203,-4611.453521862862,200.88120171002464,fake
204,-4220.304673704803,240.12366022215363,fake
205,-4164.674976567348,23.30354202548765,fake
206,-3694.1624574209045,272.0843311356076,fake
207,-4013.022049608275,-91.06331443739046,fake
208,-3755.3984604255156,-165.95134690511506,fake
209,-3632.7866674437573,-176.48887930973868,fake
210,-3468.27402324643,126.22625489533105,fake
211,-3018.324911245311,305.3769841849602,fake
212,-2861.8774954615333,647.6624691975064,fake
213,-2801.3105359912074,634.3548506650245,fake
214,-3102.532749302612,392.76699276637544,fake
215,-3029.454940754603,252.2003946303765,fake
216,-2914.5422348264265,187.99147014301278,fake
217,-2865.3901927232846,130.07462909616729,fake
218,-2716.263045687742,583.319947680809,fake
219,-2336.5669328634553,1193.4439465920211,fake
220,-2357.847121808449,377.5640652928364,fake
221,-2266.2812879764792,402.6334238373544,fake
222,-2308.9210938139504,421.9899516282863,fake
223,-2255.800089985246,257.8855789430527,fake
224,-2147.420971607601,217.349377722891,fake
225,-2082.413375247693,300.58297056674286,fake
226,-2134.1795296023975,321.5674628680064,fake
227,-1764.3107419848784,1025.043011748711,fake
228,-1772.2075207219896,430.21799025546454,fake
229,-1714.1377123585703,265.699697455644,fake
230,-1773.5110902261079,253.8084352490226,fake
231,-1512.7855517885728,256.65063482475813,fake
232,-1576.281347820468,485.75740822659105,fake
233,-1562.0954096862133,222.40807817887568,fake
234,-1575.6445717387096,491.54142139216,fake
235,-1264.7846689063535,590.0583466025282,fake
236,-1403.7182089322987,497.4516422116714,fake
237,-1352.1506635356045,354.10500454003926,fake
238,-1303.3991906249016,34.17954284025646,fake
239,-1693.123410420501,-304.5198155953882,fake
240,-1322.2882851081415,-99.78407958040407,fake
241,-1440.811394686994,-72.39974292235284,fake
242,-1342.102062826841,-88.64231566556319,fake
243,-1256.3714956048402,-112.1375731544293,fake
244,-1392.6293459385947,-111.20186050071548,fake
245,-1324.0174716012768,-110.71739540699102,fake
246,-1219.7186748753325,-146.52138789053728,fake
247,-1360.2806178801468,-208.6402832008797,fake
248,-1232.066237733239,-36.47814652726555,fake
249,-1205.1832286926515,-415.26442919407737,fake
250,-1031.4270925761177,-166.67000100777872,fake
251,-1255.9022283731788,-480.4926613432312,fake
252,-1351.9386709341652,-376.21066604856514,fake
253,-1272.4320455285688,-282.1364531007996,fake
254,-1350.8088542068415,-231.09528880943225,fake
255,-1331.8948490952698,-409.1112885575608,fake
256,-1168.5354513751743,-212.02592079382435,fake
257,-1325.0186323588302,-359.7509855670648,fake
258,-1609.7969755963104,-320.8359039519335,real
259,-1219.0417124289706,-219.38280343812775,fake
260,-1250.1114649386427,-347.5113455563639,fake
261,-1279.6621783621881,-395.57438358660045,fake
262,-999.3020359304276,27.605581647946664,fake
263,-1042.679300795789,-193.6062815285676,fake
264,-1041.336143555269,-197.85310224021137,fake
265,-850.356718055248,-259.01688192936143,fake
266,-786.0173497440444,45.11872377089631,fake
267,-863.3934570895693,-287.0044446332963,fake
268,-674.8836628227206,-302.5339171247592,fake
269,-645.4055422095449,-271.1181583510113,fake
270,-677.4881409439598,-312.63838539103375,fake
271,-672.7585507936344,-341.23426445444875,fake
272,-313.66751523735996,697.4718335428712,fake
273,-636.6126829223224,88.74392840736921,fake
274,-589.5410103901056,118.39272646040878,fake
275,-183.1083677638769,384.2046829538565,fake
276,-721.2561500054422,-165.75995766850008,fake
277,-565.435259463248,-283.936378760936,fake
278,-547.9987279606963,-129.0786702894743,fake
279,-322.7163358538993,-68.66853661473304,fake
280,-555.3467942665848,-165.74733515363067,fake
281,-574.1411507912268,-174.9716142834874,fake
282,-558.0385103044875,-131.10022303802558,fake
283,-337.5641631618896,225.1526384482827,fake
284,-551.8846143267807,-0.8285537453041217,fake
285,-494.4418397133108,572.9963089065515,fake
286,-810.3642145896375,-7.199386665989253,fake
287,-800.5498214279979,209.34803847471883,fake
288,-973.7213446884695,142.141914295254,fake
289,-749.8616294000742,219.44718249345271,fake
290,-1220.4816147197273,118.89329316570877,real
291,-857.3297998412372,301.20573472401014,fake
292,-740.8904146195642,299.3783443276651,fake
293,-851.7118185503435,183.71528741131422,fake
294,-887.5153713167772,406.837750527684,fake
295,-967.0449233394213,704.462706862988,fake
296,-843.1108525504153,471.54779592473704,fake
297,-902.9139023198189,773.966623089154,fake
298,-1174.5170279937236,483.9855304494251,fake
299,-1024.5557536096128,1095.4444475552332,fake
300,-1151.4984082896174,779.0116379786407,fake
301,-1202.41299309871,1492.2363482926057,fake
302,-1411.158171672844,734.1204608100107,fake
303,-1492.2653929831895,1053.0048944673094,fake
304,-1611.7435668878804,1062.801525836171,fake
305,-2376.1115597049575,-2920.174886108902,fake
306,-2453.965672714546,-2901.0655238183085,fake
307,-2261.869983174107,-2201.144692767559,fake
308,-2329.1760272268134,-2162.738539586138,fake
309,-2103.1258675894005,-1696.6037939506732,fake
310,-2641.8784716078376,-1361.3700800846116,fake
311,-2746.2079603684524,-1267.8630464950588,fake
312,-2721.531073726263,-781.3312749587617,fake
313,-3277.330703982603,-668.0130410349274,fake
314,-3509.8106788746086,-355.38471294480644,fake
315,-4034.55328451217,-474.44530243305,fake
316,-4044.420403954094,267.0971809446571,fake
317,-4271.891741074629,371.3413778064284,fake
318,-4476.1240482853555,609.6242544004841,fake
319,-4888.729567483039,695.2670640772687,fake
320,-5224.994199850068,1106.1752123436124,fake
321,-4770.60700232296,1871.144176184335,fake
322,-5177.975364246107,2288.405749399368,real
323,-5480.3749022247275,1416.7632756704625,fake
324,-5022.943096917827,1994.6027001831699,fake
325,-4409.650883499298,2170.4116417407627,fake
326,-4345.853341274196,2032.4659815686985,fake
327,-4100.059387126937,1836.748250595406,fake
328,-3492.1710872193294,2121.0381800815767,fake
329,-2152.0839909069987,3408.0400161776324,fake
330,-1315.4009464006695,3466.7925071475634,fake
331,-1244.4321061174792,2848.154781439947,fake
332,-1416.518659683538,2121.2242666750003,fake
333,-1888.3837362080835,1373.0845734388038,fake
334,-1991.5966648430629,966.2775464569208,fake
335,-1738.5804179584854,905.1403049992063,fake
336,-1794.882129379433,902.3896335666636,fake
337,-2457.7164248391114,487.46703158034575,fake
338,-2460.620270452917,618.5128287133862,fake
339,-2510.4238099404142,707.1122902366433,fake
340,-2430.24465694844,1407.4808938166298,fake
341,-2491.837933579765,1494.3623082171423,fake
342,-2047.6956392461236,2293.6826183440903,fake
343,-2636.664003542834,2269.031345886474,fake
344,-2817.387625650283,2569.5104487811486,fake
345,-3080.4352419935353,2553.0470199725437,fake
346,-3136.0254402814026,3178.9754625103456,fake
347,-3503.5787418609534,3638.673141656806,fake
348,-4108.587882149539,3269.202888761793,fake
349,-4381.760755053686,3571.9454125978527,fake
350,-4616.679138067045,3994.116103292078,fake
351,-4876.2302821507055,4169.19919926525,fake
352,-4870.293513626227,4780.819146813204,fake
353,-5022.501599910665,5115.720029874541,fake
354,-5132.50144509564,5390.353529884735,real
355,-5081.3592648444055,4708.352749683762,fake
356,-4410.4142288447965,4851.026035839664,fake
357,-4290.082475859508,4291.332086664774,fake
358,-3760.7664587230065,3998.7385757629263,fake
359,-3622.203766793346,3510.925761824007,fake
360,-3451.5037658671786,2943.6204943629664,fake
361,-3206.8115448733115,2810.647447773972,fake
362,-3059.91576417938,2218.0341150260824,fake
363,-3077.5135511591952,1692.0920667161524,fake
364,-2809.8716683058733,1545.829611755412,fake
365,-2859.434424945396,1161.7422818361758,fake
366,-2585.9587293795507,878.4322226993223,fake
367,-2261.340730175716,1138.6608030794014,fake
368,-2234.0784436397635,1052.987487946063,fake
369,-1636.505719304118,1306.3003121380714,fake
370,-1540.999537994717,1316.9645736117677,fake
371,-1468.9341675115609,1597.3616053798044,fake
372,-1421.5469608110986,1843.191994527877,fake
373,-1429.4189112354725,1728.3542349581114,fake
374,-1310.2988048877774,2110.170835096023,fake
375,-1584.044532991006,2048.2438562796187,fake
376,-1741.4021221082735,2386.821617012657,fake
377,-1186.893723177289,2840.6275562367346,fake
378,-1138.425040589823,3114.9325290215133,fake
379,-1289.5521026820077,3471.897524121133,fake
380,-1445.6462118581805,3669.1987085855344,fake
381,-1565.0127763781481,3768.482452410764,fake
382,-1688.4296542229015,3975.009216521282,fake
383,-1949.0390344120724,4255.8401456633865,fake
384,-1614.1053039247238,4722.260558696337,fake
385,-1962.0511017122972,4851.213573345436,fake
386,-2224.380197639262,4938.120757900149,real
387,-8847.816097566596,808.7091300912307,real
388,-8829.099095652882,699.8825022818718,fake
389,-8604.022107803901,880.1363274154044,fake
390,-8434.77201416282,618.6941887971002,fake
391,-8188.901815040391,677.3607376577069,fake
392,-8059.9692823390515,639.6046126284004,fake
393,-7824.445521279001,562.8957556654319,fake
394,-7816.36371760188,490.7904642940874,fake
395,-7573.611283676781,418.31898197511407,fake
396,-7457.103446972331,137.69531976493928,fake
397,-7151.648533431535,319.6776528107333,fake
398,-7017.516274924064,297.4281189074147,fake
399,-6728.969828140188,151.03817314015143,fake
400,-6414.70635019124,300.4171276882642,fake
401,-6476.730864349051,-316.8910602472163,fake
402,-6164.898039974264,-238.83127187556613,fake
403,-5780.881068005607,-91.879737553932,fake
404,-5658.570705509236,-352.6758757925234,fake
405,-5449.761349895385,-293.8632462982754,fake
406,-5249.206824544009,-192.923504465323,fake
407,-4868.308750195441,-173.80254884487442,fake
408,-4669.114732430487,-89.00054243395033,fake
409,-4238.3844557894045,103.02217604990143,fake
410,-4066.1304028871186,-316.7061240373743,fake
411,-4073.195348885293,-422.7128539454136,fake
412,-3439.046827831458,-231.55160912483018,fake
413,-3208.0885271959246,-311.35629615872966,fake
414,-2880.0778573036223,285.8778161481293,fake
415,-2758.7666411037308,-510.7451366756922,fake
416,-2561.243447481417,-620.5560426088645,fake
417,-2298.3122852244555,-458.5381756809959,fake
418,-2018.0972051463596,-325.22845190848494,fake
419,-1817.423460276109,-690.7514219249915,fake
420,-1516.2979829076555,-555.4246180236978,fake
421,-1267.544696575869,-432.982065745053,fake
422,-700.0754015485634,-294.92316065990804,fake
423,-706.0884831983508,-381.0887589227368,fake
424,-214.7377855399467,-554.4224810385938,fake
425,-236.85338044139257,-604.1074804867003,fake
426,40.13637401054889,-577.2193154936084,fake
427,-304.3820605670021,-580.9805404537382,fake
428,-72.9529851651936,-744.0546390784551,fake
429,-432.3634896723613,-1242.6513038780774,fake
430,-212.24772015840466,-1360.6733672328273,fake
431,-199.35478686005064,-1163.229218254797,fake
432,-529.855997725932,-1388.3282182640492,fake
433,-697.9987774108985,-863.8881508980575,fake
434,-1285.4191669158574,-1456.2891112283467,fake
435,-1329.9497207887373,-1791.6946603665224,fake
436,-1110.2231076441874,-1674.4203078382384,fake
437,-1050.0241824015247,-1408.1456900482679,fake
438,-1364.1426621837134,-1857.6231650138097,fake
439,-1078.1938522300577,-1745.426917076312,fake
440,-1413.879876255063,-2013.861316310851,fake
441,-1177.6392127644306,-2079.5871407031404,fake
442,-962.5512393492457,-1931.9520102929637,fake
443,-929.9753314324848,-1989.3657331900774,fake
444,-826.6427526967525,-1620.7793443903201,fake
445,-891.0305111389903,-1959.1640189968984,fake
446,-865.9815902391642,-1889.8151608215903,fake
447,-578.6249249311223,-1747.3437389635424,fake
448,-574.9510192652034,-1544.9635670361995,fake
449,-500.7524881283312,-1558.213727096583,fake
450,-216.98216795146098,-1311.050221390048,fake
451,-241.76179310616175,-1407.1810781636648,real
452,-248.60991686684227,-1744.1579342324594,fake
453,145.93512687892928,-1344.6182030919879,fake
454,-107.57008974598796,-1792.4045634808865,fake
455,-9.543594250339687,-1597.6096473298228,fake
456,32.26383725140724,-1712.9112165626711,fake
457,131.56771051345092,-1641.4602219850194,fake
458,448.1904962822713,-1671.739878540465,fake
459,615.2551629492456,-1408.8210612396242,fake
460,370.48235198864313,-1576.9901354687759,fake
461,724.7769144946012,-1600.2428829709443,fake
462,1176.1889269570347,-1077.7964288719825,fake
463,1636.5742060845373,-925.3349517603406,fake
464,1026.2591254384854,-1244.3191645489014,fake
465,1590.493447198005,-977.805793981303,fake
466,1687.015580327151,-1005.9433816474431,fake
467,1926.9327933735965,-512.8967190231976,fake
468,1984.2109467271787,-417.3962785819778,fake
469,1792.8148781526831,-533.5725660902483,fake
470,2279.9500217002164,-260.0625944468636,fake
471,2513.404648350215,212.74211273157783,fake
472,1940.085002731696,51.376881544345174,fake
473,1383.0788014636014,-193.23771943492847,fake
474,1487.856748232218,-86.59860578269407,fake
475,721.7087031340232,-261.71661893491927,fake
476,239.9388859406777,-99.16015769016826,fake
477,-509.44352348211373,-395.4597164709841,fake
478,0.8042283426428793,225.89726862753665,fake
479,170.9123422157049,708.1270757695522,fake
480,-280.7817246651113,600.7784181045372,fake
481,-2644.100590119168,-368.4481540646793,fake
482,-1464.0305806404358,686.5770577340186,fake
483,-2960.3086495095417,37.85472196766647,real
484,-1357.512767183191,986.3940472038314,fake
485,-1157.0926202535322,845.9916804060938,fake
486,-239.97058606625475,1704.833823331329,fake
487,-204.44141150601376,1674.0451535797852,fake
488,-1896.1246344937647,503.7993332878877,fake
489,-1100.7750915085958,910.168572571016,fake
490,898.0822776723138,2211.7252497234067,fake
491,265.88078939592475,1796.1064043648828,fake
492,734.6852362575504,2639.8656236004244,fake
493,1145.9130443446502,2782.9129524631167,fake
494,867.9319214370391,2682.718654313077,fake
495,2149.1993421779425,3620.259062922157,fake
496,1764.1884850095164,3358.5319659784027,fake
497,1648.872456797733,3761.14316994598,fake
498,1678.6893185286638,3852.5521448486925,fake
499,1010.1117262378003,3392.174267707733,fake
500,784.6102900617384,3556.227205432443,fake
501,307.495766774186,3622.3191534422954,fake
502,-177.10662840595418,3741.8857248952327,fake
503,-527.2599968668846,4164.318548236057,fake
504,-692.0902086072086,4508.402282945709,fake
505,-1439.3879268788799,4237.075827613031,fake
506,-1774.7636509326728,4474.632541470003,fake
507,-2455.596661419266,3901.330311849888,fake
508,-2747.6650847326123,4309.7190350094215,fake
509,-3263.266171010535,4247.18736157136,fake
510,-4088.997488849531,1194.2016724061968,fake
511,-4118.082450934168,1349.2986931155485,fake
512,-4799.067339753684,1101.2507990498057,fake
513,-5154.2067044296855,1193.381999923373,fake
514,-5277.387380927007,1565.9092010518798,fake
515,-5170.895009924445,2271.2640269431467,real
516,-4711.462877797716,2115.6261322542377,fake
517,-4704.43111943111,1491.4409266320579,fake
518,-4314.575921519482,1393.6399837964113,fake
519,-4034.64648863694,1310.5438913694984,fake
520,-3641.7506652850416,1135.7743238752596,fake
521,-2636.0864218074703,1770.9929021851294,fake
522,-2656.2940174811447,1056.85318716769,fake
523,-1928.0091452851807,1221.4059046886262,fake
524,-765.6375742214378,1505.1644354183761,fake
525,-1299.8754489054083,1007.9893488828295,fake
526,-674.4363986758832,1185.175878735824,fake
527,-67.06089692119225,780.9610876243788,fake
528,229.9738742480619,673.884821778713,fake
529,260.8340868917572,712.3315804260862,fake
530,-166.08560766438612,-104.72344115155548,fake
531,-398.5305706955147,-232.59309956490122,fake
532,-386.9230505051823,-359.82075266072525,fake
533,-654.6980003561403,-967.7814791007405,fake
534,75.918789722151,-669.6252985131546,fake
535,-476.16724524008686,-1052.1481956205675,fake
536,-369.5391726712278,-912.7527516659193,fake
537,-41.39616027104623,-1086.5197809491915,fake
538,-114.7577783518611,-20.505227763168474,fake
539,559.6896073576586,362.2108335997382,fake
540,853.6546327017552,98.68338413775258,fake
541,1541.0672130453693,827.9476726658692,fake
542,964.1441033042984,539.6796644354387,fake
543,1088.2824752932615,795.6172562058833,fake
544,827.4067205797045,621.1653275518572,fake
545,973.4852747830339,951.4884812442554,fake
546,714.574319173735,916.1531709837858,fake
547,811.5963468084764,1287.4350515238914,real
548,456.0173584442738,731.8205987506021,fake
549,410.06023607122177,725.6714391000066,fake
550,-157.7502775036864,117.1011243094798,fake
551,64.94764633229946,78.1805572804495,fake
552,-1012.7131359157286,-533.877980278812,fake
553,-760.4437278990355,-409.49276359561065,fake
554,-1292.0583821478156,-753.4666667019725,fake
555,-557.8217954192673,-645.3562345837054,fake
556,-1140.5969869482421,-1036.2896202598029,fake
557,-1606.2599212190582,-995.8368817994817,fake
558,-1162.7071996868383,-686.324307708351,fake
559,-888.6436341765105,-505.224510884894,fake
560,-1762.1852228667547,-1162.2343947482584,fake
561,-1960.2570575805073,-1170.0347836422382,fake
562,-2435.147447200461,-1077.3656087799448,fake
563,-2408.4532299972534,-1043.2077999428896,fake
564,-2509.153759609785,-1244.7984483286778,fake
565,-2510.6999594422246,-1114.6296426042788,fake
566,-2926.4200993321033,-1086.672429593946,fake
567,-2655.022119564354,-750.4310779984847,fake
568,-2944.602070619461,-1015.5415577268046,fake
569,-2591.220082399526,-268.0731455606464,fake
570,-2983.4469555035143,-296.8172460653493,fake
571,-2916.4379902258183,-19.10686276786752,fake
572,-3050.0544389547936,103.60348986439439,fake
573,-2508.366841035955,736.7662159507149,fake
574,-3305.5762986664363,677.3768396902334,fake
575,-2994.017680691958,1151.1365051534738,fake
576,-2918.6862575477153,1450.0603076904404,fake
577,-3234.255611304394,1692.9628466416807,fake
578,-4088.8513212898497,1552.8358155633591,fake
579,-3841.25234116049,2477.756410379924,real
580,-4185.32824401354,676.0469494739637,real
581,-3716.5889643640703,843.7716264874701,fake
582,-3859.1238483412126,568.9606187677243,fake
583,-3932.5262859817612,439.8782261237859,fake
584,-3368.818644575079,503.01858603829976,fake
585,-3452.646235008884,593.785166400603,fake
586,-3390.227945454495,348.24266248891604,fake
587,-3533.8796894775815,57.59847201231548,fake
588,-2777.424696075148,603.7800112984447,fake
589,-2689.3389937132124,920.8793276292993,fake
590,-2913.581899980981,21.657640673508016,fake
591,-2371.199956730363,626.7507922956005,fake
592,-2238.2394523305416,616.262951920488,fake
593,-2175.1802407015093,530.2468254801436,fake
594,-2340.7094846731925,89.29370814986355,fake
595,-2052.969445788407,92.41455373898245,fake
596,-2043.448125556679,615.1028732308156,fake
597,-1832.8255263919843,127.3055530004294,fake
598,-2174.167199526729,-136.17423736044577,fake
599,-1896.7902886397856,7.350526379927196,fake
600,-1802.4805114716003,-227.3248724983121,fake
601,-1686.584710152789,-116.97899166346491,fake
602,-1512.9598743608954,371.4783309383516,fake
603,-1688.5982643826285,-137.59316063448634,fake
604,-1360.4018643231987,52.938119400321426,fake
605,-1218.6745787321358,345.08172236117684,fake
606,-1123.8922003483278,260.03116863421224,fake
607,-1270.105864479683,22.440251344624645,fake
608,-907.4663380265439,130.69183093581992,fake
609,-864.4508131658862,65.12667368818025,fake
610,-954.8987066627823,81.6405670824006,fake
611,-819.126697652733,293.253471351535,fake
612,-744.2572823528385,2.5825875496226898,fake
613,-649.5183943942782,189.19181565625635,fake
