row_index_1b,PC1,PC2,group
56,-2302.7460399976994,-872.2026315133245,fake
57,-2539.9995238864335,-898.6488997025178,fake
58,-2412.433456694151,-816.4436934476447,fake
59,-2354.991231003045,-768.7212853763185,fake
60,-2398.1429685178377,-738.410854399459,fake
61,-1719.0128304081934,-543.8452788382516,fake
62,-1590.793585297797,-492.22487727492745,fake
63,-1404.7895360207938,-407.62097595981663,fake
64,-1251.6480147194973,-326.8366779356811,fake
65,-1296.8244503456062,-235.83323159287713,real
66,-1527.1011401009116,-328.3295234852349,fake
67,-1961.5343025639781,-445.23815356442157,fake
68,-2563.611926086422,-667.922104451669,fake
69,-2198.053554764553,-666.5531088080161,fake
70,-2175.761174748899,-681.1216398890697,fake
71,-1982.7919838003768,-586.7605901668331,fake
72,-1460.2847269391375,-547.8586340236606,fake
73,-2203.190424113008,-739.4382115619038,fake
74,-2261.103281125133,-806.9478884111946,fake
75,-2461.3966375644627,-776.2894200832993,fake
76,-2109.6800589905442,-807.372281756244,fake
77,-2368.782153056324,-810.8593867341709,fake
78,-2102.760271999454,-868.0875480765669,fake
79,-2031.7233116713483,-878.7899598798483,fake
80,-2010.7881882822517,-896.0726557740966,fake
81,-2041.1489133130262,-806.8862201502646,fake
82,-2029.5585895174158,-884.8980383599684,fake
83,-2125.8770604792476,-934.4530421664988,fake
84,-2257.2430825899655,-946.3748776772933,fake
85,-2371.37879173217,-913.8788542411086,fake
86,-2337.44609614665,-952.7775187731999,fake
87,-2416.5946680915285,-955.9934992182696,fake
88,-2580.1644851318697,-952.168026560287,fake
89,-2024.800905962075,-969.0362527316654,fake
90,-2391.5872984678695,-969.1207659401921,fake
91,-2502.6382086386384,-929.5680122593106,fake
92,-2543.291865299613,-980.506951497785,fake
93,-2437.164039947455,-900.5859059379551,fake
94,-2836.4316256571747,-998.6219473051372,fake
95,-2839.4761376332735,-981.445732272797,fake
96,-2936.908589169648,-999.278011773935,fake
97,-3237.3553369381325,-892.0299494881178,real
98,-3307.3268424591606,-962.5486965212045,fake
99,-3252.9253852661586,-888.9483108786909,fake
100,-3415.486305927943,-851.5867330024809,fake
101,-3247.2645651984426,-743.7479780949102,fake
102,-3201.5658781563147,-697.3245070434434,fake
103,-3030.4600587887226,-608.4824019476509,fake
104,-3431.6129054382563,-489.96526552370455,fake
105,-3379.300245635544,-407.17271105830963,fake
106,-2870.300328563243,-194.78516886683425,fake
107,-2375.9532250572433,11.261004878017623,fake
108,-2596.258650676237,58.98295820275679,fake
109,-2663.1957095062367,158.41636311075825,fake
110,-2552.3785149134087,275.679912110783,fake
111,-2536.6978895102534,456.24436520094895,fake
112,-2298.5395642798867,650.3559815328002,fake
113,-1669.1108261505494,937.2623572276191,fake
114,-1573.3817597375287,1078.2144547090725,fake
115,-1401.8524598382257,1142.9931035017978,fake
116,-1383.6831752513226,1301.8747669072213,fake
117,-501.8357410583433,1545.9139423706795,fake
118,599.8553833294633,2032.4540913780834,fake
119,581.009620493751,2102.803410101867,fake
120,410.1670767411761,2011.7191855986011,fake
121,1289.6846676428559,2475.8428210497045,fake
122,2205.3520120263543,2566.909166330756,fake
123,4325.729088603944,3247.1015862520367,fake
124,4283.032461988251,3218.867080241709,fake
125,4141.206477724574,2996.1606229817226,fake
126,4838.770140210349,2964.437463602283,fake
127,5803.716609600989,2898.615673042421,fake
128,4980.135558632338,2324.3033761440106,fake
129,-1504.0340702965648,2361.910166979202,real
130,4464.281932971792,2342.4708093360077,fake
131,4294.32651435696,2775.9238338274636,fake
132,3115.588225833409,2649.912824936652,fake
133,2663.46223447934,2785.161913188068,fake
134,2800.481972850996,3317.500961624571,fake
135,3404.126900507145,3850.478375629611,fake
136,3034.691379364153,4180.494917613178,fake
137,2863.39646651733,4613.09238332636,fake
138,2275.5385097211793,4568.47477220763,fake
139,2379.1515524254264,4713.659198387247,fake
140,2383.7504925579046,5088.12462771309,fake
141,2328.628198321924,5292.15537968785,fake
142,2512.918401913165,6005.206170946754,fake
143,2712.027666882238,6306.291722491988,fake
144,3715.6911875067594,7114.807047162213,fake
145,3303.191400616442,7112.09564091653,fake
146,3839.925650498386,7718.346543946998,fake
147,3282.484360875589,7169.907113218781,fake
148,2767.645459368272,6546.664890676042,fake
149,2415.73503734679,6335.53706594364,fake
150,838.457942510673,5028.114299622148,fake
151,287.03780408129694,4682.629579635544,fake
152,-359.8393240007684,4097.386197155497,fake
153,-809.7054630504264,3619.040708902363,fake
154,170.49537671076712,3817.5188378094713,fake
155,-1702.465539919021,2696.9835014196105,fake
156,-2238.276935306284,2135.275583475317,fake
157,-2543.8646530147257,1847.8357807526108,fake
158,-2871.0545874135787,1334.8985470276186,fake
159,-3036.096191400396,1344.8490618252483,fake
160,-3313.1304973841256,986.9896800327145,fake
161,-3368.7405003071617,869.6193064602484,real
162,-3457.5996922290997,674.5122547281957,fake
163,-3581.4363456641595,660.9482655865612,fake
164,-3345.2080383931825,905.6162242587925,fake
165,-4011.890507719519,631.790721901405,fake
166,-3531.6122019156373,853.8336770827499,fake
167,-3647.0335519274486,858.600232410046,fake
168,-3814.451379133625,823.6183086543682,fake
169,-4006.2733071621797,623.141748871773,fake
170,-3803.6143993990695,792.3343678993818,fake
171,-3855.8658706119772,790.9114200649096,fake
172,-3930.9306432291028,555.0281821439223,fake
173,-4204.720508726537,566.1534548417916,fake
174,-4169.8471852318335,533.689519383407,fake
175,-4049.684408036514,554.5551661922094,fake
176,-3768.666696248453,754.9426115726516,fake
177,-4081.4943249959306,577.7452285498313,fake
178,-4213.553449200245,512.1424690987928,fake
179,-4120.272073639303,554.7899371309453,fake
180,-4246.313273586932,366.29907831232754,fake
181,-4106.495043454978,598.0659526149692,fake
182,-4391.489961792699,286.68322807011657,fake
183,-4330.102099904858,394.5049534093753,fake
184,-4285.62182492125,393.8626834073829,fake
185,-4197.726435456152,498.05035427332103,fake
186,-4293.722759740613,441.01916283468313,fake
187,-4370.830430356117,422.019481370408,fake
188,-4573.236239411415,201.73386859780473,fake
189,-4291.881247554218,300.43444936171807,fake
190,-4130.212797356283,303.2022086629961,fake
191,-4377.335016291161,192.0808736338052,fake
192,-4299.909765822996,323.8446400337734,fake
193,-4014.4342856674057,505.37140391868445,real
194,6603.492791545685,-3516.244891542453,real
195,6763.874350269009,-3458.537064856228,fake
196,6825.6255917547105,-3445.8951308732485,fake
197,6656.125422010203,-3395.7229748669292,fake
198,6478.794592683174,-3261.320880164385,fake
199,6322.983171435164,-3210.5442275056707,fake
200,6290.711308937768,-3161.4695568771394,fake
201,5982.084939707175,-3083.784303756245,fake
202,6253.296800819456,-3034.460633456271,fake
203,6259.645247115011,-2958.1255616001154,fake
204,6078.415889692076,-2907.323937385342,fake
205,6213.7219696330985,-2871.227175273457,fake
206,6715.379024140951,-2784.510889484334,fake
207,6302.0177859745845,-2723.1956701318227,fake
208,6685.836217205229,-2675.2957688378237,fake
209,5995.441109539395,-2586.287720308189,fake
210,6387.0740860145725,-2535.983086071464,fake
211,7395.3804617143505,-2476.31691639368,fake
212,7448.393049062195,-2405.9738019719243,fake
213,6512.753187435989,-2285.63027959208,fake
214,7503.466766778447,-2271.5483650984183,fake
215,7054.70529713873,-2174.3448914766454,fake
216,7012.52444869366,-2084.7104225128164,fake
217,7787.82145669658,-2006.2621001654693,fake
218,7893.773668549628,-2006.2750355926864,fake
219,7457.609600271655,-1897.4135418333972,fake
220,7593.216213344123,-1879.644387951635,fake
221,7760.283215411377,-1724.637109875079,fake
222,8127.390182477181,-1666.7908267484634,fake
223,7998.1920357809695,-1511.6056965674895,fake
224,8358.919979983066,-1492.5204419827255,fake
225,8140.284694579141,-1433.517280047206,fake
226,7765.002398425282,-1371.9750730232033,fake
227,7334.2168475106655,-1231.3393448788609,fake
228,7621.322579631594,-1174.882437900029,fake
229,7152.126135874298,-1113.8114333823087,fake
230,7610.006838857326,-964.6294385746247,fake
231,6154.274927747836,-1034.2300137235586,fake
232,5553.897645527727,-1023.994176794736,fake
233,5732.537957596615,-924.8667302259199,fake
234,4456.855574842574,-929.3582554840599,fake
235,4760.903831888868,-878.5453141432807,fake
236,3797.2688386733084,-913.3788595016595,fake
237,3757.6844988783887,-864.051095825597,fake
238,3437.118354512309,-869.9024280353974,fake
239,2982.5830820385836,-875.3698597429488,fake
240,2667.935591290813,-838.4815069475632,fake
241,2343.226299019324,-834.4194952487278,fake
242,1565.8069210773647,-938.239095533666,fake
243,1431.8735269435256,-898.2318449161124,fake
244,695.6324483666268,-935.3151024268556,fake
245,110.52785917813917,-940.8687297192696,fake
246,-158.002917454872,-997.6746924799148,fake
247,-317.81597611645236,-966.3108604855165,fake
248,-729.2010380953163,-1020.4242618812108,fake
249,-18.917344897461703,-730.0353816777395,fake
250,245.56621411488106,-685.8909494476378,fake
251,-749.7400646053584,-865.7766048703573,fake
252,-605.5679370713334,-798.3383825225792,fake
253,-423.47231573812223,-738.9407968734101,fake
254,-1093.2144105242064,-893.9709507140499,fake
255,-1531.8311300189039,-877.4373488735981,fake
256,-2323.807212362058,-996.5353990808237,fake
257,-2545.0998005815845,-1016.3281052621955,fake
258,-2485.6086228864624,-940.470610695919,real
259,-1698.1962927667605,-762.1142415355694,fake
260,-2074.8244481338998,-724.3005463375235,fake
261,-2880.9318604168166,-709.4187835193038,fake
262,-1759.610020989308,-389.613982505923,fake
263,-1209.5103306540116,-91.88995604494046,fake
264,-1158.5967260615987,-82.98675696759125,fake
265,-1993.0214114579464,-159.85042518652185,fake
266,-1835.3116329993993,46.03655375951477,fake
267,-1974.175261838782,148.52802757425397,fake
268,-806.7530368030511,655.6887079215189,fake
269,-652.8668271319943,769.234386857538,fake
270,-267.2791223302504,957.1974511689019,fake
271,771.4774976140329,1460.4106038228108,fake
272,1248.500912686407,1661.234255064697,fake
273,2059.9988982450404,2017.020160393912,fake
274,2604.613736622505,2265.974334894871,fake
275,1777.3338629177397,1882.8824936084084,fake
276,2288.595921636361,1996.411465046289,fake
277,1883.6420273342208,1888.9658490014892,fake
278,1535.8239069310912,1732.8199835895662,fake
279,-177.84782552315556,1015.2672291304683,fake
280,339.692021843015,1077.1650722906281,fake
281,-197.65622841357367,813.1467514181896,fake
282,-1172.110314499651,401.4371184188429,fake
283,-937.244805459922,311.22154997344546,fake
284,-1158.8755669848217,142.9967252205228,fake
285,-1501.7348385284683,-42.94263103478213,fake
286,-1876.1490458880944,-235.40430681863654,fake
287,-1995.8759949949167,-460.38499193065974,fake
288,-2633.4006974490735,-793.5253774763887,fake
289,-2699.5561197311144,-840.4026211728681,fake
290,-2672.565876486612,-893.8487035779928,real
291,-2637.8180957664113,-802.5642204895721,fake
292,-2949.1432546065676,-879.003066432057,fake
293,-2679.858985859411,-720.2245567606324,fake
294,-1974.7761916623126,-465.83177240531313,fake
295,-2015.9260971047875,-436.6647314600307,fake
296,-2121.1869870767728,-351.346664876767,fake
297,-2372.2178123439767,-234.2182893038648,fake
298,-2048.9622703803075,-67.16841538314196,fake
299,-2117.246381397862,-47.756503291015335,fake
300,-2036.5297313853,184.90703411011845,fake
301,-1913.7626884594354,226.09615948107768,fake
302,-1594.5589453900732,535.8344591491691,fake
303,-1978.4406862097749,526.7891543115633,fake
304,-1979.3809926178533,559.1725262264202,fake
305,-2117.6356603217378,586.9577993493199,fake
306,-1842.8096215324317,872.1718869631112,fake
307,-1072.7528088645224,1174.0310498584354,fake
308,-14.837515850889435,1753.794279245095,fake
309,172.286110578893,1858.8448340019222,fake
310,-46.11550880245189,1912.7857405388402,fake
311,836.4735474379329,2161.489790378893,fake
312,473.683138784957,2144.018188331217,fake
313,2741.947367819709,2907.1304091890606,fake
314,2560.492679232083,2910.0411043220106,fake
315,3427.1810864883914,3183.572032261874,fake
316,3939.1830610203046,3189.072811631618,fake
317,4794.091021813616,3325.4961696029477,fake
318,6097.6486199203355,3818.836494664658,fake
319,5141.183318502218,3004.4380007521286,fake
320,4525.136353882806,2392.0681838522623,fake
321,5137.714072929225,2412.2766219218597,fake
322,-1505.4896964692214,2354.9544778768286,real
323,4148.555636289221,2391.487848481121,fake
324,3393.5600283459953,2632.094203819589,fake
325,2845.6049647691816,2945.4082109519386,fake
326,2939.2163995184114,3572.0128393052687,fake
327,2228.8808612666835,3860.2187571664917,fake
328,1882.099976344223,4217.853304131452,fake
329,2031.5155965153779,4892.668925278585,fake
330,1387.1822881877329,5169.090370588267,fake
331,1803.9830055342763,6019.638607593158,fake
332,2227.5978958148203,6762.136040066836,fake
333,1240.2423656400995,6432.465398329647,fake
334,1530.7936384668103,7290.47646256732,fake
335,1695.386180442196,7539.16001771045,fake
336,3051.2153991605855,8959.488452168463,fake
337,3041.7914437612335,9312.651781684948,fake
338,4427.061987070041,10761.097011702195,fake
339,4495.4656956971685,10823.500915672392,fake
340,3410.4928365600304,9869.842921524983,fake
341,1714.5737093052078,8209.295000342992,fake
342,1490.9589360863595,7891.9195679245195,fake
343,-436.0259354632465,6071.3209552295975,fake
344,-264.8102649196937,5869.144343933079,fake
345,-1101.2775974864935,5019.146315237029,fake
346,-990.9998679261822,4830.285671609342,fake
347,-2922.5528773477395,3163.3904066383025,fake
348,-2949.3013025130717,2934.501900752035,fake
349,-3299.5585862341663,2288.298829832985,fake
350,-3850.9599249758467,1719.6177618737117,fake
351,-4102.487509925926,1412.3324688435016,fake
352,-4205.0020066899815,1220.027180023499,fake
353,-3568.271466366576,1487.535471848275,fake
354,-4015.605813122666,1123.2355588432786,real
355,-2813.9688073695847,1650.6986888800304,fake
356,-2793.1076183614487,1742.9689590980322,fake
357,-3827.947352173844,1263.6017053457597,fake
358,-3562.963322238735,1426.18902046925,fake
359,-2266.955051082824,2148.505925089941,fake
360,-3161.3983398987434,1766.026881729069,fake
361,-1988.213435546739,2390.0946536950596,fake
362,-2297.685815943474,2238.710976251518,fake
363,-1622.719551599168,2782.917542736967,fake
364,-1930.6544676685603,2673.9576914981353,fake
365,-1849.6840005441181,2588.752861877402,fake
366,-2069.9738570307422,2483.137449426366,fake
367,-1751.4275796831676,2630.435040343993,fake
368,-2424.8088340780737,2318.855284060784,fake
369,-1975.8141715000872,2658.3200635910885,fake
370,-2335.200125247671,2327.676957751182,fake
371,-2953.928466591214,2042.018560876219,fake
372,-2974.1933259955,1963.5061291357542,fake
373,-2105.6126823983186,2563.3017448841233,fake
374,-1769.7691998996124,2719.9466191854935,fake
375,-3361.892536916192,1703.4385283750003,fake
376,-3528.453913043172,1567.6111354572654,fake
377,-3487.940862104253,1608.3690696500882,fake
378,-3238.986249110095,1730.013548103101,fake
379,-3651.2734952193114,1479.012602004606,fake
380,-3893.651201119036,1338.347387091115,fake
381,-3752.984459399532,1492.6222918569142,fake
382,-3654.618195116526,1423.3070752666029,fake
383,-4127.4526184730885,1064.913382414251,fake
384,-4004.3414592531944,1163.111467138524,fake
385,-4078.8731475891323,1085.276740182821,fake
386,-4258.320690395126,1044.000616337107,real
387,1955.095650221049,-1726.3387624598927,real
388,2494.4538617599687,-1653.331940798199,fake
389,2485.369972946468,-1625.3684039070038,fake
390,2840.044484155867,-1553.2491387220496,fake
391,2945.7470243639987,-1470.6397224296065,fake
392,2926.151387199566,-1422.944644749553,fake
393,2814.765169264546,-1405.0561528670446,fake
394,2932.122529034097,-1354.911475485937,fake
395,2902.598466039643,-1302.484607721715,fake
396,3130.690169002722,-1252.5496857377977,fake
397,3527.562914950518,-1189.3463249150832,fake
398,3630.7603883768406,-1132.594847663216,fake
399,3849.0970161748,-1015.2695482169256,fake
400,3792.5639421563983,-993.9269147378682,fake
401,4396.331337595237,-924.5228613907453,fake
402,4175.560655434119,-985.3658637407499,fake
403,4586.94349518877,-878.1740549745314,fake
404,4889.5809573155175,-799.3417138043765,fake
405,4878.932854510281,-809.3513705007953,fake
406,5472.410278369198,-719.4783221364056,fake
407,5505.676745741543,-633.359166511206,fake
408,5259.259896730821,-607.0729632982053,fake
409,5818.2508459225555,-474.50927526110866,fake
410,5630.973636877992,-595.7797040759156,fake
411,5681.297040321348,-569.7162337742096,fake
412,5015.790842023157,-617.6178796907546,fake
413,4689.014156491652,-688.855578417303,fake
414,4283.427111748049,-707.9089333972832,fake
415,4437.103275381374,-704.8100040729296,fake
416,4668.814873427203,-722.4275379773562,fake
417,4346.8909639085405,-719.5823046465006,fake
418,3744.0289146176433,-733.3712468084977,fake
419,3569.8276785318512,-708.789884795274,fake
420,3784.054031132839,-757.9869063827803,fake
421,3240.4205117029765,-857.5665871234464,fake
422,2648.0344846520056,-986.8866704326529,fake
423,2971.3295121922188,-858.3835531452808,fake
424,2437.354481690632,-988.0297019293212,fake
425,1884.473673599133,-1097.3105322222978,fake
426,2072.730416469693,-1062.6831322858766,fake
427,2165.983243340555,-1008.8604484287221,fake
428,2077.2547969167967,-1048.401457053996,fake
429,1218.5291059030765,-1110.9649986302752,fake
430,1026.0732459075075,-1143.0524532086276,fake
431,1031.6996953910107,-1142.2767858537782,fake
432,846.4105113593171,-1124.3107008373895,fake
433,809.5070974922459,-1121.3021617809031,fake
434,545.9381097923153,-1129.0862175534148,fake
435,932.685820311823,-1052.3024597648187,fake
436,252.00823219995408,-1102.9110053358459,fake
437,393.06778369984966,-1102.3735557311593,fake
438,699.3456516672225,-981.1663018245372,fake
439,303.89232595676594,-1085.080973808327,fake
440,78.80162269143906,-1111.2624543690206,fake
441,-84.67917890820996,-1076.384423498873,fake
442,31.66686814664853,-1004.4908734701113,fake
443,-62.77718568138771,-1018.3450763650478,fake
444,-756.2834165787034,-1183.5550266614052,fake
445,-932.4887318649794,-1090.1521467220625,fake
446,-447.9699131975465,-1016.4764514985715,fake
447,-461.51846084392093,-919.3969177657581,fake
448,-768.1903273590748,-1091.5333397273932,fake
449,-552.9771813684915,-984.3925269178802,fake
450,-593.7070033430659,-1100.3013112882136,fake
451,-1220.257557580894,-974.4026188010013,real
452,-429.5515296553468,-950.2260249522288,fake
453,-1256.3212064658067,-955.4198843460022,fake
454,-1086.8532594052406,-933.2775387603194,fake
455,-867.1800799733611,-805.9242913211319,fake
456,-848.0677012073573,-762.4280592437964,fake
457,-1140.3568312086663,-723.638341200986,fake
458,-654.669336716568,-585.7578566804305,fake
459,-1037.091681790485,-593.0468608354084,fake
460,-1482.3320234911787,-586.239082905569,fake
461,-906.5461170305836,-483.7866632209269,fake
462,-930.8217050947201,-485.8537649266599,fake
463,-623.3492343572386,-306.10599805839735,fake
464,-968.7709334101285,-285.62592888612363,fake
465,-497.5255344385087,-180.9383673399633,fake
466,-785.4191373345817,-168.3808342881279,fake
467,-480.4716916168573,-21.279668020863333,fake
468,-770.2505115444694,-88.73920853179092,fake
469,-1170.9992894062627,-134.32433393575195,fake
470,-769.3877413291254,23.421768332181667,fake
471,-1226.6334756070248,-42.63777377239681,fake
472,-1629.7425630062548,-211.1243790310007,fake
473,-1993.7926508052137,-189.55770089288404,fake
474,-2239.0539662676833,-276.9653152892663,fake
475,-2188.2962755446097,-166.803241650034,fake
476,-1844.4366564553231,-132.2609569103246,fake
477,-2689.7214236561463,-381.65541840062605,fake
478,-2931.226512515335,-341.52487070656366,fake
479,-3310.2663339364685,-482.028081031814,fake
480,-3241.923381073902,-516.459632271522,fake
481,-3617.7426172981345,-532.9539912079271,fake
482,-2865.235248677751,-242.46934225621507,fake
483,-4131.4967796818255,-440.51823786813014,real
484,-3414.4021155539067,-412.9588290751818,fake
485,-3716.9944469658712,-608.9819727170056,fake
486,-3158.416986030964,-515.6065333524242,fake
487,-2808.0468120790997,-395.3667197519866,fake
488,-3428.2031008980102,-665.9544636929136,fake
489,-2702.9655209092475,-582.0508133450138,fake
490,-2551.4053158865254,-510.51688762082773,fake
491,-3190.268361173975,-750.303502882084,fake
492,-2568.512944469158,-689.1820282828369,fake
493,-1755.917975144188,-440.2130020548299,fake
494,-2307.9310030806287,-724.9266933308213,fake
495,-1792.2837600867767,-627.9038419633927,fake
496,-1900.0256427407796,-609.7492718625139,fake
497,-1792.0560603169286,-776.3272863869587,fake
498,-1116.5931317465977,-650.0701012063081,fake
499,-1812.1960154710982,-880.2131490960008,fake
500,-1498.4424718874002,-819.6211260456781,fake
501,-923.6991837488592,-788.6215127211844,fake
502,-808.001821494388,-889.0336339317231,fake
503,-747.7829874862105,-852.6088779696396,fake
504,85.58216919659995,-725.311967611224,fake
505,-616.8483946839198,-930.7080932496431,fake
506,73.42147427274749,-846.7002115494934,fake
507,-85.34265971929719,-967.2750628875684,fake
508,-299.75177420454304,-1017.5045518889332,fake
509,-173.29786278076273,-1067.1796439085035,fake
510,-184.35946468012207,-1099.8539073504044,fake
511,-214.7980391949368,-1115.308853736794,fake
512,23.468395691668057,-1163.9939909550012,fake
513,473.2095891863986,-1200.1110701589641,fake
514,995.7737334618221,-1153.899812857875,fake
515,589.7788426988725,-1143.2728644721606,real
516,1612.7349100503839,-1053.8556216078605,fake
517,1252.3150140154041,-1030.189730812829,fake
518,1212.4124842071312,-930.9041926774748,fake
519,1925.7638385730058,-746.5675251535779,fake
520,2234.6306794626585,-619.8579464467148,fake
521,1471.071494376527,-647.2485914899588,fake
522,2138.410114134897,-421.3941732427443,fake
523,2143.5132377079535,-310.4589453398241,fake
524,2289.2647850539743,-180.27725359824294,fake
525,2338.5107488604167,-115.69259650977378,fake
526,2533.0157066971806,27.169451092782786,fake
527,2256.9964228000517,166.55771644010278,fake
528,1971.641036221553,271.35463687165696,fake
529,2419.0507208439985,535.2797407462576,fake
530,2415.826281904463,745.5501167570612,fake
531,2415.642005608917,951.333431853311,fake
532,2067.0792355320423,1002.7769783248987,fake
533,2852.095862418698,1355.1449276739536,fake
534,2574.4176702526383,1530.6473488288648,fake
535,2561.448385328809,1721.6067735320923,fake
536,2735.5542636137457,2043.8235562115033,fake
537,3469.463993480049,2377.808606142245,fake
538,3301.3885400744557,2450.147312729441,fake
539,2590.291055281059,2541.2948658568434,fake
540,1848.6124399299667,2195.0035454048457,fake
541,1040.4515467314764,1873.3737151342048,fake
542,922.1543223234273,1789.6559106310594,fake
543,550.2717521289186,1656.5303563681123,fake
544,-77.4064650605697,1388.2915180037103,fake
545,-236.32924291463863,1230.2063994668333,fake
546,384.77073577669404,1370.8088293622748,fake
547,212.96886808317527,1036.3129285263171,real
548,-11.766905808693497,1388.6761052137629,fake
549,-371.3275933191222,1323.4842613215035,fake
550,241.3991266623367,1696.457165514095,fake
551,-89.8469324165533,1774.3602970079762,fake
552,552.7517060994742,2014.9641533163644,fake
553,1876.9923631132356,3014.3581101620402,fake
554,2400.6663967787595,3427.30362454371,fake
555,2262.7073855081308,3364.221131420722,fake
556,2484.168191581317,3436.8840600432272,fake
557,605.8273720306165,2529.3450577751287,fake
558,116.80671808078314,2442.9293198189566,fake
559,274.17885885478046,2376.109004177482,fake
560,-1069.0181570326708,1654.94792542716,fake
561,-743.2459651271565,1950.5094409380185,fake
562,-11.664261966332125,2293.6433146333006,fake
563,-2295.536020865095,942.5906473701339,fake
564,-2700.4561001621,663.8921833645459,fake
565,-2226.554337496469,969.5034002142502,fake
566,-3059.657897399718,498.7158141690728,fake
567,-3494.58456752229,125.58317234733403,fake
568,-4071.8893191845746,-94.94481483371592,fake
569,-4101.020305989391,-286.78067788350353,fake
570,-3888.3085961014344,-261.4298656597309,fake
571,-4116.345324665125,-335.3114753378171,fake
572,-4411.263107596386,-624.2046298149925,fake
573,-4396.461277170379,-640.2869307114216,fake
574,-4680.685905050097,-736.0165495567811,fake
575,-4750.333481531977,-790.8728573613644,fake
576,-4858.8909875157,-843.0445309949203,fake
577,-4845.790022447599,-782.0761116544013,fake
578,-5062.186329840336,-1000.682308190694,fake
579,-4944.470683036624,-793.2561068299914,real
580,-2358.369898079372,-2005.6795631852574,real
581,-2182.477410191158,-2037.6637617454533,fake
582,-2307.1275916793547,-1986.4807080985445,fake
583,-2832.255382511041,-2046.8417955438217,fake
584,-2734.7958024599156,-2012.5536621620956,fake
585,-2657.9182159621864,-1946.6213846756443,fake
586,-2829.3591726914,-1890.5752926632772,fake
587,-2687.8256313013353,-1845.4892227973307,fake
588,-2109.831618819426,-1752.485536871777,fake
589,-2154.8722614956946,-1740.1642616187637,fake
590,-2174.41199374278,-1712.1480802293543,fake
591,-2133.9132777008813,-1620.1789864271175,fake
592,-2133.565598484765,-1560.015336894871,fake
593,-1498.5732978550798,-1408.6495923173666,fake
594,-1578.329434356757,-1350.2389130172555,fake
595,-1320.5108296972583,-1330.287783274487,fake
596,-168.22093352891628,-954.509189327088,fake
597,-1440.9388215036558,-1183.6721478974437,fake
598,-492.38649352758983,-936.2865197448061,fake
599,-380.1459412577914,-855.4577670231681,fake
600,978.2783024888444,-451.63374723519314,fake
601,1168.8691056866824,-337.75057869572464,fake
602,825.9594850402992,-451.2423153441177,fake
603,1766.575137703091,-198.51077538543163,fake
604,1944.504056748966,-257.5008588915808,fake
605,1800.3345658698383,-224.9630084767071,fake
606,2014.3751197279464,-95.39590331486458,fake
607,2333.300506429297,24.67905094220851,fake
608,2568.2441174853348,78.47628185270476,fake
609,2106.055703520276,47.11734490735417,fake
610,2409.971860425228,155.4013555450161,fake
611,2350.311522493315,210.9478326175163,fake
